id,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9
1,0.0010903137736022472,0.0031871325336396694,0.00624965550377965,0.6414357423782349,0.0013548090355470777,0.27295321226119995,0.04912390932440758,0.003184015629813075,0.012906903401017189,0.008514328859746456
2,0.0020746299996972084,0.07984454929828644,3.4902634524769383e-06,9.802764907362871e-06,2.1566894758962007e-07,1.845678525569383e-07,5.896628863411024e-06,4.8184059409095426e-08,0.9145486354827881,0.0035124458372592926
3,0.03304385393857956,0.07538730651140213,0.004274881910532713,0.006958782207220793,0.0004087498818989843,0.0004957892233505845,0.001593862660229206,0.000298790808301419,0.8661983609199524,0.011339555494487286
4,0.31177881360054016,0.14550353586673737,0.0286265816539526,0.016013991087675095,0.006710703484714031,0.001952467835508287,0.006770359817892313,0.0009131834958679974,0.4054417610168457,0.0762886106967926
5,8.115111995721236e-06,4.055598401464522e-05,0.006264790892601013,0.0026190555654466152,0.009107545018196106,7.719342829659581e-05,0.9818636178970337,2.9407640340650687e-06,2.2531028207595227e-06,1.4073460079089273e-05
6,0.0002709041000343859,9.418326953891665e-05,0.017305493354797363,0.16195893287658691,0.037017822265625,0.03098851628601551,0.7467654347419739,0.00474664568901062,5.901431723032147e-05,0.0007931068539619446
7,0.005143133923411369,0.8179242014884949,8.443249680567533e-05,0.0033218858297914267,1.54364370246185e-05,0.0007209195173345506,0.0014918529195711017,0.0009849423076957464,0.005737931001931429,0.16457518935203552
8,0.0038953132461756468,6.156256858957931e-05,0.1695982813835144,0.05657351762056351,0.618556559085846,0.014042794704437256,0.12910477817058563,0.006623547524213791,0.0006097369478084147,0.0009339163079857826
9,0.00020250589295756072,9.022051017382182e-06,0.027148230001330376,0.7442193031311035,0.037458572536706924,0.15483035147190094,0.012052398175001144,0.024002274498343468,1.0102523447130807e-05,6.724114791722968e-05
10,0.0006537698209285736,0.8153226971626282,1.6460004189866595e-05,4.449519838090055e-05,1.5809337128303014e-05,4.434901711647399e-06,7.273321534739807e-05,7.783338332956191e-06,0.012642193585634232,0.17121964693069458
11,0.3920455873012543,0.0017247347859665751,0.14024384319782257,0.1421409398317337,0.12713587284088135,0.06759178638458252,0.01439344696700573,0.02073570340871811,0.08965516090393066,0.004332944750785828
12,6.822006639595202e-07,0.00042582442983984947,5.773065359093721e-11,2.7325666174249363e-09,3.5750374015319775e-12,9.302762032925571e-11,2.2354589013229287e-10,6.641391325779011e-10,2.2468320537427644e-08,0.9995735287666321
13,0.00045204025809653103,3.0005759981577285e-05,0.018225286155939102,0.06691465526819229,0.32260662317276,0.38994330167770386,0.006252864375710487,0.1954095959663391,5.1339167839614674e-05,0.00011420220107538626
14,0.00012732896720990539,9.208820119965822e-05,0.0002853479527402669,0.0011134493397548795,0.00201273150742054,0.00650008674710989,0.0006058880244381726,0.9799402356147766,3.099805326201022e-05,0.009291727095842361
15,0.0004097796918358654,0.001977394102141261,5.871815574209904e-06,3.0345163395395502e-05,8.448079825029708e-06,4.032189281133469e-06,1.1065459375458886e-06,0.00010937638580799103,0.002094276947900653,0.9953593611717224
16,0.04449383541941643,0.005822130013257265,0.11431894451379776,0.10404498130083084,0.03152645379304886,0.025089232251048088,0.3645845055580139,0.0017285033827647567,0.30082088708877563,0.007570553105324507
17,9.93899902823614e-06,3.094434930517309e-07,0.004337871912866831,0.03608815744519234,7.413973798975348e-05,0.9578871726989746,0.0003340573748573661,0.0012641240609809756,2.400177265826642e-07,3.93808159060427e-06
18,0.006741676479578018,0.002315529389306903,0.0012662234948948026,0.06666167825460434,0.0015845614252611995,0.1078437864780426,0.003090718761086464,0.7230398058891296,0.0008845112752169371,0.08657141029834747
19,0.0008079059771262109,0.0002952568465843797,1.6045000847952906e-06,5.412748214439489e-05,3.6869043924525613e-06,3.987366596902575e-07,8.21012508822605e-06,1.574842087848083e-07,0.9984721541404724,0.0003564986400306225
20,4.455043381312862e-06,1.4220230468708905e-06,0.0017460484523326159,0.0001457691687392071,0.0009344631689600646,4.415410785441054e-06,0.997162401676178,1.0716210852024233e-07,5.070640440862917e-07,3.965771782077354e-07
21,0.000811262521892786,3.498614387353882e-05,0.0021888071205466986,0.0009801449486985803,0.01775980181992054,0.009343127720057964,3.075669883401133e-05,0.968031108379364,4.7022283979458734e-05,0.0007729937206022441
22,0.8717518448829651,1.9043550310016144e-06,0.12595319747924805,0.0011145175667479634,0.0008024595445021987,7.85455122240819e-05,0.0002739242045208812,1.2190683946755598e-06,2.2288439140538685e-05,1.4092293554313073e-07
23,0.44487082958221436,0.0005114489467814565,0.20188261568546295,0.05498833209276199,0.2405240386724472,0.00948094017803669,0.0068522607907652855,0.0033432375639677048,0.03656841441988945,0.0009779068641364574
24,1.3723077074700996e-07,0.00016247219173237681,1.489346515039236e-12,4.398326980403766e-10,3.894951635524668e-12,1.686251832611063e-11,2.898389514505162e-11,6.893460469115098e-09,2.0209895978950954e-09,0.9998373985290527
25,0.0003205417888239026,1.0831819054146763e-05,0.007669986225664616,0.009710149839520454,0.9619868397712708,0.008559654466807842,0.0007930459105409682,0.010788804851472378,4.026643364340998e-05,0.00011987931065959856
26,0.012485601007938385,0.006109760142862797,0.06828581541776657,0.23050078749656677,0.11088281869888306,0.03457919880747795,0.4789476990699768,0.0032225048635154963,0.005134322214871645,0.04985145479440689
27,0.007148783188313246,0.0013309204950928688,0.038350045680999756,0.09431838989257812,0.7374971508979797,0.06363178789615631,0.029734496027231216,0.02571542002260685,0.000293310615234077,0.0019797550048679113
28,0.38294392824172974,0.000969814951531589,0.13197027146816254,0.05286332592368126,0.3567765951156616,0.02932809479534626,0.02400682121515274,0.01719759777188301,0.0015497672138735652,0.0023938205558806658
29,3.794515214394778e-05,0.0014355041785165668,1.0406107264770981e-07,6.348762781271944e-06,1.5009630942586227e-06,3.83440948326097e-07,2.4687847144377884e-07,7.478737188648665e-06,7.369646027655108e-06,0.9985030889511108
30,6.959617894608527e-05,0.00010494138405192643,0.0008842501556500793,0.0008065433939918876,0.0007282198057509959,5.7202629250241444e-05,0.9972902536392212,1.3663401659869123e-05,1.1877015822392423e-05,3.34558826580178e-05
31,0.00021101349557284266,0.00015308780712075531,0.009553385898470879,0.0033827212173491716,0.004931909032166004,0.00022857531439512968,0.9812581539154053,8.589904609834775e-05,3.7324534787330776e-05,0.00015807346790097654
32,2.1829691831953824e-05,2.4080184175545583e-06,0.013040401972830296,0.05432542413473129,0.007988953031599522,0.913250744342804,0.0050593176856637,0.006268143653869629,1.760060513333883e-05,2.518764631531667e-05
33,0.00433374335989356,5.2860636060358956e-05,0.5519908666610718,0.022504670545458794,0.30566442012786865,0.006070720963180065,0.10684425383806229,0.0011793430894613266,0.0011660426389425993,0.00019307740149088204
34,9.381691052112728e-05,0.0001023521544993855,0.002449712250381708,0.5901213884353638,0.005279200617223978,0.3513084650039673,0.0497877411544323,0.0005273229908198118,0.00010912185825873166,0.00022085140517447144
35,0.00014147660112939775,0.00014681833272334188,1.9561389308364596e-07,1.1030360838049091e-06,1.6961452331543114e-07,2.4472191739732807e-07,6.418163422949874e-08,4.4191137931193225e-06,1.880868512671441e-05,0.9996867179870605
36,0.004147824365645647,0.11636790633201599,0.012617770582437515,0.1255539506673813,0.005827327258884907,0.04589831456542015,0.029498398303985596,0.01144252810627222,0.5454017519950867,0.10324420779943466
37,0.0009438001434318721,1.1561773135326803e-05,0.02209499292075634,0.03670481964945793,0.25659582018852234,0.11209450662136078,0.006337284576147795,0.564947783946991,9.914035035762936e-05,0.00017027516150847077
38,0.005996997933834791,0.7009764313697815,1.5080439879966434e-05,0.00010866463708225638,3.74832393390534e-06,9.732199032441713e-06,5.583766778727295e-06,0.00017212233797181398,0.00035950946039520204,0.2923521101474762
39,1.6016063455026597e-05,0.0005065280711278319,7.1955628122566395e-09,5.83845348955947e-07,1.8077699337482045e-09,6.3453434506755e-08,2.2678452182844921e-07,5.0244842952906765e-08,2.324673232578789e-06,0.9994741082191467
40,1.1343926416884642e-05,3.577102324925363e-05,0.004107016138732433,0.04142292961478233,0.00043980925693176687,0.9468274116516113,0.004215588793158531,0.002752106636762619,0.00013602727267425507,5.187245551496744e-05
